Title,Date
"The Umbrella Academy: Temporada 1: Solo nos vemos en bodas y funerales","16/2/19"
"La cúpula: Temporada 3: El enemigo está entre nosotros","16/2/19"
"La cúpula: Temporada 3: Incandescencia","14/2/19"
"La cúpula: Temporada 3: El amor es un campo de batalla","13/2/19"
"La cúpula: Temporada 3: Legado","13/2/19"
"La cúpula: Temporada 3: Plan B","11/2/19"
"La cúpula: Temporada 3: Punto de ruptura","11/2/19"
"La cúpula: Temporada 3: Eyección","10/2/19"
"House of Cards: Temporada 1: Capítulo 6","7/2/19"
"La cúpula: Temporada 3: Enjaulado","7/2/19"
"La cúpula: Temporada 3: Alaska","7/2/19"
"La cúpula: Temporada 3: La familia","7/2/19"
"La cúpula: Temporada 3: Restauración","7/2/19"
"La cúpula: Temporada 3: Pero yo no","7/2/19"
"La cúpula: Temporada 3: Muévete","7/2/19"
"La cúpula: Temporada 2: Vete ahora","7/2/19"
"La cúpula: Temporada 2: Giro","7/2/19"
"La cúpula: Temporada 2: La Helada","7/2/19"
"La cúpula: Temporada 2: La caída","7/2/19"
"La cúpula: Temporada 2: La puerta roja","7/2/19"
"La cúpula: Temporada 2: El despertar","7/2/19"
"La cúpula: Temporada 2: Regreso a casa","5/2/19"
"La cúpula: Temporada 2: Un túnel","5/2/19"
"La cúpula: Temporada 2: Reconciliación","4/2/19"
"La cúpula: Temporada 2: Revelación","4/2/19"
"La cúpula: Temporada 2: Fuerza mayor","4/2/19"
"La cúpula: Temporada 2: La infestación","3/2/19"
"La cúpula: Temporada 2: Ruedan cabezas","2/2/19"
"La cúpula: Temporada 1: Cortinas","2/2/19"
"La cúpula: Temporada 1: Circunstancias atenuantes","2/2/19"
"La cúpula: Temporada 1: Demonio","2/2/19"
"La cúpula: Temporada 1: Que comiencen los juegos","2/2/19"
"La cúpula: Temporada 1: La cuarta mano","2/2/19"
"La cúpula: Temporada 1: Más denso que el agua","2/2/19"
"La cúpula: Temporada 1: Círculos imperfectos","1/2/19"
"La cúpula: Temporada 1: La sed eterna","1/2/19"
"La cúpula: Temporada 1: Visitantes","1/2/19"
"La cúpula: Temporada 1: Epidemia","1/2/19"
"Plan oculto","1/2/19"
"Cómo deshacerte de tu jefe","31/1/19"
"The Innocents: Temporada 1: El principio de nuestra historia","31/1/19"
"La cúpula: Temporada 1: La cacería","30/1/19"
"La cúpula: Temporada 1: El incendio","30/1/19"
"La cúpula: Temporada 1: Piloto","30/1/19"
"The Blacklist: Temporada 1: Gina Zanetakos (N.° 152)","29/1/19"
"The Blacklist: Temporada 1: El Mensajero (N.° 85)","25/1/19"
"FYRE: The Greatest Party That Never Happened","25/1/19"
"The Blacklist: Temporada 1: El Cocinero (N.° 161)","20/1/19"
"The Blacklist: Temporada 1: Wujing (N.° 84)","19/1/19"
"The Blacklist: Temporada 1: El freelance (N.° 145)","19/1/19"
"The Blacklist: Temporada 1: Piloto","18/1/19"
"IO","18/1/19"
"House of Cards: Temporada 1: Capítulo 5","17/1/19"
"House of Cards: Temporada 1: Capítulo 4","17/1/19"
"House of Cards: Temporada 1: Capítulo 3","16/1/19"
"House of Cards: Temporada 1: Capítulo 2","16/1/19"
"House of Cards: Temporada 1: Capítulo 1","14/1/19"
"Sex Education: Temporada 1: Episodio 8","14/1/19"
"Sex Education: Temporada 1: Episodio 7","13/1/19"
"Sex Education: Temporada 1: Episodio 6","13/1/19"
"Élite: Temporada 1: Deseo","13/1/19"
"Élite: Temporada 1: Bienvenidos","13/1/19"
"Sex Education: Temporada 1: Episodio 5","13/1/19"
"Greenhouse Academy: Temporada 2: Mecanismo de escape","13/1/19"
"Sex Education: Temporada 1: Episodio 4","13/1/19"
"Sex Education: Temporada 1: Episodio 3","13/1/19"
"Sex Education: Temporada 1: Episodio 2","13/1/19"
"ARQ","12/1/19"
"Greenhouse Academy: Temporada 1: RAD","11/1/19"
"Greenhouse Academy: Temporada 1: ¡Dios mío!","11/1/19"
"Greenhouse Academy: Temporada 1: Magdalenas libres de culpa","11/1/19"
"Greenhouse Academy: Temporada 1: Steph","11/1/19"
"Greenhouse Academy: Temporada 1: La marginada","11/1/19"
"Greenhouse Academy: Temporada 1: Clases de natación","11/1/19"
"Greenhouse Academy: Temporada 1: Madera de capitán","11/1/19"
"Greenhouse Academy: Temporada 1: Humo negro","11/1/19"
"Greenhouse Academy: Temporada 1: Pase privado","10/1/19"
"Greenhouse Academy: Temporada 1: El robo","10/1/19"
"Black Mirror: Temporada 3: Odio nacional","10/1/19"
"Black Mirror: Temporada 3: La ciencia de matar","10/1/19"
"Black Mirror: Temporada 3: San Junípero","9/1/19"
"Black Mirror: Temporada 3: Cállate y baila","9/1/19"
"Black Mirror: Bandersnatch","9/1/19"
"TAU","9/1/19"
"Greenhouse Academy: Temporada 1: El reto de apertura","7/1/19"
"Greenhouse Academy: Temporada 1: Piloto","7/1/19"
"Black Mirror: Temporada 3: Playtesting","7/1/19"
"Black Mirror: Temporada 3: Caída en picado","6/1/19"
"Black Mirror: Temporada 2: Blanca Navidad","4/1/19"
"Black Mirror: Temporada 2: El momento Waldo","4/1/19"
"Black Mirror: Temporada 2: Oso blanco","4/1/19"
"Black Mirror: Temporada 2: Ahora mismo vuelvo","4/1/19"
"Black Mirror: Temporada 1: Toda tu historia","3/1/19"
"Black Mirror: Temporada 1: 15 millones de méritos","3/1/19"
"Black Mirror: Temporada 4: Black Museum","3/1/19"
"Black Mirror: Temporada 4: Cabeza de metal","2/1/19"
"Black Mirror: Temporada 4: Hang the DJ","2/1/19"
"Black Mirror: Temporada 4: Cocodrilo","2/1/19"
"Black Mirror: Temporada 4: Arkangel","2/1/19"
"Black Mirror: Temporada 4: USS Callister","2/1/19"
"La caverna maldita","27/12/18"
"A ciegas","26/12/18"
"Resident Evil: El capítulo final","22/12/18"
"Synchronicity","22/12/18"
"Viajeros: Temporada 3: Protocolo Omega","22/12/18"
"Viajeros: Temporada 3: David","21/12/18"
"Viajeros: Temporada 3: Archivo","21/12/18"
"Viajeros: Temporada 3: Trevor","19/12/18"
"Viajeros: Temporada 3: Philip","19/12/18"
"Viajeros: Temporada 3: Naomi","19/12/18"
"Viajeros: Temporada 3: Perrow","19/12/18"
"Viajeros: Temporada 3: Protocolo 3","19/12/18"
"Viajeros: Temporada 3: Yates","17/12/18"
"Viajeros: Temporada 3: Ilsa","16/12/18"
"12 monos: Temporada 1: Atari","15/12/18"
"12 monos: Temporada 1: Complejo Cassandra","14/12/18"
"12 monos: Temporada 1: Mentalmente Divergente","13/12/18"
"12 monos: Temporada 1: Escisión","13/12/18"
"Viajeros: Temporada 2: 001","13/12/18"
"Viajeros: Temporada 2: Simon","13/12/18"
"Viajeros: Temporada 2: 21C","13/12/18"
"Viajeros: Temporada 2: Actualización","13/12/18"
"Viajeros: Temporada 2: Viajera 0027","13/12/18"
"Viajeros: Temporada 2: 17 minutos","13/12/18"
"Viajeros: Temporada 2: Uranio-235","13/12/18"
"Viajeros: Temporada 2: Jenny","13/12/18"
"Viajeros: Temporada 2: 11:27","12/12/18"
"Viajeros: Temporada 2: Jacob","12/12/18"
"Viajeros: Temporada 2: Protocolo 4","12/12/18"
"Viajeros: Temporada 2: Ave machina","12/12/18"
"Viajeros: Temporada 1: Grace","12/12/18"
"Viajeros: Temporada 1: Marcy","11/12/18"
"Viajeros: Temporada 1: Kathryn","11/12/18"
"Viajeros: Temporada 1: Bishop","11/12/18"
"Viajeros: Temporada 1: Donner","11/12/18"
"Viajeros: Temporada 1: Protocolo 5","11/12/18"
"Viajeros: Temporada 1: Helios 685","11/12/18"
"Viajeros: Temporada 1: Habitación 101","11/12/18"
"Viajeros: Temporada 1: Hall","11/12/18"
"Viajeros: Temporada 1: Aleksander","11/12/18"
"Viajeros: Temporada 1: Protocolo 6","11/12/18"
"Orange Is the New Black: Temporada 1: No estaba preparada","11/12/18"
"Inferno","8/12/18"
"Cam","1/12/18"
"Insatiable: Temporada 1: Piloto","1/12/18"
"Insatiable: Temporada 1: Por qué ocurren desgracias","1/12/18"
"Aniquilación","1/12/18"
"Spectral","1/12/18"
"Baby: Temporada 1: Superpoderes","1/12/18"
"American Experience: Tesla","30/11/18"
"Suits: Temporada 8: Socio gerente","30/11/18"
"Suits: Temporada 8: Moción de aplazamiento","29/11/18"
"Suits: Temporada 8: Coral Gables","29/11/18"
"Suits: Temporada 8: Pura envidia","29/11/18"
"Suits: Temporada 8: Gatos, Ballet, Harvey Specter","29/11/18"
"Suits: Temporada 8: Baños de barro","28/11/18"
"Suits: Temporada 8: Rentabilidad por m²","28/11/18"
"Suits: Temporada 8: Promesas, promesas","28/11/18"
"Suits: Temporada 8: Quién manda aquí","27/11/18"
"Suits: Temporada 8: Mano derecha","27/11/18"
"Suits: Temporada 7: Adiós","26/11/18"
"Suits: Temporada 7: No se trata de dar pena","26/11/18"
"Suits: Temporada 7: Tentándole al destino","25/11/18"
"Suits: Temporada 7: Inevitable","25/11/18"
"Suits: Temporada 7: Un hombre malo","24/11/18"
"Suits: Temporada 7: Verdades dolorosas","24/11/18"
"Suits: Temporada 7: Donna","24/11/18"
"Suits: Temporada 7: Vergüenza","24/11/18"
"Suits: Temporada 7: 100","24/11/18"
"Suits: Temporada 7: Absoluta transparencia","24/11/18"
"Suits: Temporada 7: El pasado no perdona","24/11/18"
"Sucesor designado: Temporada 2: Carrera","23/11/18"
"Suits: Temporada 7: Viviendas en Brooklyn","23/11/18"
"Suits: Temporada 7: Dividir y vencer","23/11/18"
"Suits: Temporada 7: Pesadilla de barro","22/11/18"
"Suits: Temporada 7: La estatua","22/11/18"
"Suits: Temporada 7: Carne en el asador","22/11/18"
"Suits: Temporada 6: Carácter y aptitud","22/11/18"
"Suits: Temporada 6: Quid Pro Quo","21/11/18"
"Suits: Temporada 6: Admisión de culpa","21/11/18"
"Suits: Temporada 6: Dientes, nariz, dientes","21/11/18"
"Suits: Temporada 6: El cuadro","21/11/18"
"Sucesor designado: Temporada 2: Objetivo","21/11/18"
"Suits: Temporada 6: Se ha ido","20/11/18"
"Sucesor designado: Temporada 2: Mala recepción","20/11/18"
"Sucesor designado: Temporada 2: Capacidad para el cargo","19/11/18"
"Sucesor designado: Temporada 2: Los enemigos de Kirkman","19/11/18"
"Sucesor designado: Temporada 2: Ensañamiento","19/11/18"
"Suits: Temporada 6: P.S.L.","19/11/18"
"Suits: Temporada 6: La mano que te da de comer","13/11/18"
"Sucesor designado: Temporada 2: Consecuencias","13/11/18"
"Suits: Temporada 6: Tiempo prestado","12/11/18"
"Suits: Temporada 6: Una buena sacudida","12/11/18"
"Suits: Temporada 6: España","12/11/18"
"Suits: Temporada 6: Confianza","12/11/18"
"Suits: Temporada 6: Giro","12/11/18"
"Sucesor designado: Temporada 2: Cumbre","12/11/18"
"Suits: Temporada 6: Volvemos a estar en marcha","11/11/18"
"Suits: Temporada 6: Cuentas pendientes","11/11/18"
"El ritual","10/11/18"
"Sucesor designado: Temporada 2: A oscuras","9/11/18"
"Suits: Temporada 6: Por los problemas","9/11/18"
"Suits: Temporada 5: La última hora","9/11/18"
"Suits: Temporada 5: Tic, tac","9/11/18"
"Suits: Temporada 5: Defensa propia","9/11/18"
"Suits: Temporada 5: Los verdes pastos del Señor","8/11/18"
"Suits: Temporada 5: Vivir para luchar","8/11/18"
"Sucesor designado: Temporada 2: Pecado original","8/11/18"
"Sucesor designado: Temporada 2: La última frontera","8/11/18"
"Passengers","7/11/18"
"Suits: Temporada 5: Represalias","7/11/18"
"Suits: Temporada 5: Fe","7/11/18"
"Suits: Temporada 5: Invitados indeseados","7/11/18"
"Suits: Temporada 5: Mea culpa","7/11/18"
"Suits: Temporada 5: Tocando la fibra","7/11/18"
"Suits: Temporada 5: Privilegio","7/11/18"
"Sucesor designado: Temporada 2: Duelo","7/11/18"
"Sucesor designado: Temporada 2: Línea de fuego","7/11/18"
"Sucesor designado: Temporada 2: El día de las tres cartas","7/11/18"
"Sucesor designado: Temporada 2: A casa","6/11/18"
"Sucesor designado: Temporada 2: Lazos familiares","6/11/18"
"Sucesor designado: Temporada 2: Dos embarcaciones","6/11/18"
"Sucesor designado: Temporada 2: Palurdos","6/11/18"
"Sucesor designado: Temporada 2: Equilibrio","26/10/18"
"Suits: Temporada 5: De tú a tú","25/10/18"
"Suits: Temporada 5: No puedo hacerlo","25/10/18"
"Suits: Temporada 5: Sin recambios","25/10/18"
"Sucesor designado: Temporada 2: El brote","24/10/18"
"Suits: Temporada 5: Compensación","24/10/18"
"Suits: Temporada 5: Negación","24/10/18"
"Suits: Temporada 4: No solo una cara bonita","24/10/18"
"Sucesor designado: Temporada 2: Un desenlace amargo","22/10/18"
"Sucesor designado: Temporada 2: Un año aquí","22/10/18"
"Sucesor designado: Temporada 1: Prepárate para el impacto","21/10/18"
"Sucesor designado: Temporada 1: Una historia explosiva","21/10/18"
"Sucesor designado: Temporada 1: Alianza inadecuada","21/10/18"
"Sucesor designado: Temporada 1: Lázaro","21/10/18"
"Sucesor designado: Temporada 1: El noveno asiento","20/10/18"
"Suits: Temporada 4: Tentativa","20/10/18"
"Suits: Temporada 4: Descarrilado","20/10/18"
"Suits: Temporada 4: La encrucijada","20/10/18"
"Salvation: Temporada 2: Prepárate","20/10/18"
"Salvation: Temporada 2: Medida desesperada","20/10/18"
"Sucesor designado: Temporada 1: Las directrices del partido","19/10/18"
"Sucesor designado: Temporada 1: Cien días","19/10/18"
"Salvation: Temporada 2: Día de Celebración","19/10/18"
"Salvation: Temporada 2: Prisioneros","18/10/18"
"Sucesor designado: Temporada 1: Comandante en jefe","18/10/18"
"Sucesor designado: Temporada 1: Cortafuegos","18/10/18"
"Sucesor designado: Temporada 1: El fin del principio","18/10/18"
"Sucesor designado: Temporada 1: Guerreros","18/10/18"
"Sucesor designado: Temporada 1: La jura","18/10/18"
"Sucesor designado: Temporada 1: El plano","18/10/18"
"Sucesor designado: Temporada 1: Los resultados","17/10/18"
"Sucesor designado: Temporada 1: El traidor","17/10/18"
"Sucesor designado: Temporada 1: El interrogatorio","17/10/18"
"Sucesor designado: Temporada 1: La misión","17/10/18"
"Sucesor designado: Temporada 1: El enemigo","17/10/18"
"Sucesor designado: Temporada 1: La confesión","16/10/18"
"Sucesor designado: Temporada 1: El primer día","16/10/18"
"Salvation: Temporada 2: El mensajero del miedo","14/10/18"
"Salvation: Temporada 2: Abre sus ojos","10/10/18"
"Salvation: Temporada 2: La locura del rey Tanz","10/10/18"
"Salvation: Temporada 2: La suerte está echada","10/10/18"
"Insatiable: Temporada 1: La regla de los triunfadores","9/10/18"
"Insatiable: Temporada 1: Corazón de banana","9/10/18"
"Insatiable: Temporada 1: Kitty 666","9/10/18"
"Insatiable: Temporada 1: Salchichas y pérdidas","9/10/18"
"Insatiable: Temporada 1: Miss Magic Jesus","9/10/18"
"Insatiable: Temporada 1: Bautizo y rosco","9/10/18"
"Insatiable: Temporada 1: Bikinis y perras","8/10/18"
"Insatiable: Temporada 1: MATRIZ","8/10/18"
"Helix: Temporada 2: Vástago","8/10/18"
"Helix: Temporada 2: Reunión","8/10/18"
"Salvation: Temporada 2: Casa Blanca incomunicada","8/10/18"
"Salvation: Temporada 2: Indivisible","8/10/18"
"Salvation: Temporada 2: Crímenes y castigos","8/10/18"
"Salvation: Temporada 2: Tregua","7/10/18"
"Salvation: Temporada 2: Lluvia radioactiva","7/10/18"
"Suits: Temporada 4: Respeto","7/10/18"
"Suits: Temporada 4: Ya basta","7/10/18"
"Suits: Temporada 4: Esto es Roma","6/10/18"
"Suits: Temporada 4: Se marcha","5/10/18"
"Suits: Temporada 4: Expuestos","23/9/18"
"Suits: Temporada 4: Hemos terminado","21/9/18"
"Suits: Temporada 4: El tratamiento Litt","21/9/18"
"Better Call Saul: Temporada 3: Farol","21/9/18"
"Better Call Saul: Temporada 3: Caída","21/9/18"
"Better Call Saul: Temporada 3: Resbalón","21/9/18"
"Better Call Saul: Temporada 3: Gastos","20/9/18"
"Better Call Saul: Temporada 3: Marca blanca","20/9/18"
"Better Call Saul: Temporada 3: Artimañas","20/9/18"
"Suits: Temporada 4: Una libra de carne","17/9/18"
"Suits: Temporada 4: Ventaja","17/9/18"
"Suits: Temporada 4: Dos en la rodilla","17/9/18"
"Suits: Temporada 4: Desayuno, comida y cena","20/8/18"
"Suits: Temporada 4: Uno, dos, tres, ya","19/8/18"
"The Cloverfield Paradox","18/8/18"
"Rumbo a lo desconocido","18/8/18"
"Suits: Temporada 3: Sin escapatoria","16/8/18"
"Suits: Temporada 3: Saber cuándo hay que pasar","16/8/18"
"Suits: Temporada 3: Ardor de estómago","16/8/18"
"Insatiable: Temporada 1: Miss Vaqueros a pelo","15/8/18"
"Suits: Temporada 3: Un tema de discusión","15/8/18"
"Suits: Temporada 3: El pasado, pasado está","15/8/18"
"Suits: Temporada 3: Secretos enterrados","15/8/18"
"Suits: Temporada 3: Quédate","15/8/18"
"Suits: Temporada 3: Mala fe","15/8/18"
"Suits: Temporada 3: Fin del partido","15/8/18"
"Suits: Temporada 3: Es mía","15/8/18"
"Suits: Temporada 3: La otra vez","8/8/18"
"Suits: Temporada 3: Una sombra de duda","8/8/18"
"Suits: Temporada 3: Conflicto de intereses","7/8/18"
"Suits: Temporada 3: Asuntos pendientes","7/8/18"
"Suits: Temporada 3: Quiero que me quieras","7/8/18"
"Suits: Temporada 3: El acuerdo","7/8/18"
"Suits: Temporada 2: La guerra","6/8/18"
"Suits: Temporada 2: Normandía","6/8/18"
"Suits: Temporada 2: Ha vuelto","5/8/18"
"Suits: Temporada 2: Zane contra Zane","5/8/18"
"Suits: Temporada 2: La sangre llega al río","5/8/18"
"Suits: Temporada 2: Ángulo muerto","5/8/18"
"Suits: Temporada 2: Solo ante el peligro","5/8/18"
"Suits: Temporada 2: Asterisco","5/8/18"
"Suits: Temporada 2: Rebobinar","4/8/18"
"Suits: Temporada 2: Golpe bajo","4/8/18"
"Suits: Temporada 2: Jugárselo todo","4/8/18"
"Suits: Temporada 2: Punto de break","4/8/18"
"Suits: Temporada 2: El descubrimiento","4/8/18"
"Suits: Temporada 2: Ha llegado el nuevo jefe","4/8/18"
"Suits: Temporada 2: La elección","3/8/18"
"Suits: Temporada 2: Lo sabe","3/8/18"
"Suits: Temporada 1: Pelea de perros","3/8/18"
"Suits: Temporada 1: Las reglas del juego","2/8/18"
"Suits: Temporada 1: En reserva","2/8/18"
"Suits: Temporada 1: Invicto","2/8/18"
"Suits: Temporada 1: Crisis de identidad","2/8/18"
"Suits: Temporada 1: Ataca al hombre","1/8/18"
"Suits: Temporada 1: Los trucos del oficio","1/8/18"
"Suits: Temporada 1: Pagar la fianza","1/8/18"
"Suits: Temporada 1: Sucios secretitos","31/7/18"
"Suits: Temporada 1: Vía rápida","31/7/18"
"Suits: Temporada 1: Errores y omisiones","31/7/18"
"Suits: Temporada 1: Piloto","30/7/18"
"Cargo","30/7/18"
"El final de todo","28/7/18"
"Extinción","27/7/18"
"Helix: Temporada 2: San José","26/7/18"
"Helix: Temporada 1: Dans l'ombre","26/7/18"
"Helix: Temporada 1: Tiempo de cosecha","23/7/18"
"Helix: Temporada 1: Lluvia negra","23/7/18"
"Beyond Skyline","22/7/18"
"Helix: Temporada 1: Fushigi","22/7/18"
"Helix: Temporada 1: Nivel X","22/7/18"
"Helix: Temporada 1: Estirpe","22/7/18"
"Helix: Temporada 1: Superviviente cero","22/7/18"
"Helix: Temporada 1: Aniqatiga","17/7/18"
"Helix: Temporada 1: La habitación blanca","17/7/18"
"Helix: Temporada 1: Cadena simple","17/7/18"
"Helix: Temporada 1: 274","16/7/18"
"Helix: Temporada 1: Vector","16/7/18"
"Helix: Temporada 1: Piloto","16/7/18"
"Safe: Temporada 1: Episodio 8","15/7/18"
"Safe: Temporada 1: Episodio 7","15/7/18"
"Safe: Temporada 1: Episodio 6","15/7/18"
"Safe: Temporada 1: Episodio 5","11/7/18"
"Safe: Temporada 1: Episodio 4","11/7/18"
"Safe: Temporada 1: Episodio 3","9/7/18"
"Safe: Temporada 1: Episodio 2","9/7/18"
"Safe: Temporada 1: Episodio 1","9/7/18"
"The Rain: Temporada 1: No salgáis","8/7/18"
"The Expanse: Temporada 1: El despertar del Leviatán","8/7/18"
"The Expanse: Temporada 1: Masa crítica","8/7/18"
"The Expanse: Temporada 1: Rescate","8/7/18"
"The Expanse: Temporada 1: Molinos","8/7/18"
"The Expanse: Temporada 1: En las profundidades","8/7/18"
"The Expanse: Temporada 1: De vuelta al Carnicero","8/7/18"
"The Expanse: Temporada 1: Recordad el Cant","7/7/18"
"The Expanse: Temporada 1: CQB","7/7/18"
"The Expanse: Temporada 1: El gran vacío","7/7/18"
"The Expanse: Temporada 1: Dulcinea","7/7/18"
"Stranger Things: Capítulo uno: La desaparición de Will Byers","4/7/18"
"Lost in Space: Temporada 1: Peligro, Will Robinson","4/7/18"
"Lost in Space: Temporada 1: Resurrección","2/7/18"
"Lost in Space: Temporada 1: Trayectoria","2/7/18"
"Lost in Space: Temporada 1: A presión","2/7/18"
"Lost in Space: Temporada 1: Elegía","1/7/18"
"Lost in Space: Temporada 1: Transmisión","1/7/18"
"Lost in Space: Temporada 1: Los Robinson han estado aquí","1/7/18"
"Lost in Space: Temporada 1: Invasión","1/7/18"
"Lost in Space: Temporada 1: Diamantes estelares","30/6/18"
"Por trece razones: Temporada 1: Cinta 3, cara B","27/6/18"
"Por trece razones: Temporada 1: Cinta 3, cara A","27/6/18"
"Por trece razones: Temporada 1: Cinta 2, cara B","27/6/18"
"Salvation: Temporada 1: La conspiración contra los EE UU","24/6/18"
"Salvation: Temporada 1: La profecía de Ajenjo","24/6/18"
"Salvation: Temporada 1: A por todas","24/6/18"
"Salvation: Temporada 1: Golpe de gracia","24/6/18"
"Salvation: Temporada 1: Juegos de patriotas","24/6/18"
"Salvation: Temporada 1: Desde Rusia con amor","24/6/18"
"Salvation: Temporada 1: Furia roja","24/6/18"
"Salvation: Temporada 1: De tal palo, tal astilla","24/6/18"
"Salvation: Temporada 1: Cuestión de fe","24/6/18"
"Salvation: Temporada 1: La cepa humana","24/6/18"
"Salvation: Temporada 1: Verdad o Darius","24/6/18"
"Salvation: Temporada 1: Otro día más en este mundo","23/6/18"
"Salvation: Temporada 1: Piloto","23/6/18"
"Por trece razones: Temporada 1: Cinta 2, cara A","23/6/18"
"Por trece razones: Temporada 1: Cinta 1, cara B","23/6/18"
"Por trece razones: Temporada 1: Cinta 1, cara A","23/6/18"
"Lost in Space: Temporada 1: Impacto","23/6/18"
"La casa de papel: Parte 2: Episodio 2","21/6/18"
